firm_name,prospect_type,contact_name,email,county,touch,subject,send_status,prospect_status,sent_at,delivered_at,opened_at,wa_clicked_at,joined_whatsapp_at,bounced_at,suppressed,suppression_reason,prospect_id,send_id
Walters & Plaskitt Inc Leslie Dodd,firm,,info@waltersandplaskitt.com,Staffordshire,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,clicked,sent,2026-06-21T11:33:53.092Z,2026-06-21T11:33:54.854Z,,2026-06-21T11:34:10.728Z,,,false,,fop_0cf0f65a615a204a,fos_mqnpkssa_2409763c
Alastair Bateman & Co,firm,,info@alastairbateman.co.uk,,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,delivered,sent,2026-06-21T11:33:51.632Z,2026-06-21T11:33:56.294Z,,2026-06-21T11:33:53.817Z,,,false,,fop_7f1223011f175149,fos_mqnpkro3_7b1b64c1
Sheppards Solicitors LTD,firm,,info@sheppards-solicitors.co.uk,,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,delivered,sent,2026-06-21T11:33:50.096Z,2026-06-21T11:33:56.279Z,,,,,false,,fop_d01a8282c3986311,fos_mqnpkqf2_c92de5c9
Jacobs Solicitors LTD,firm,,info@jacobslaw.org,,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,delivered,sent,2026-06-21T11:33:48.580Z,2026-06-21T11:33:50.103Z,,,,,false,,fop_a94bcdbcbd216a45,fos_mqnpkpbf_19f7e3ee
Clifford Johnston & Co,firm,,info@cj-law.co.uk,,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,clicked,sent,2026-06-21T11:33:47.066Z,2026-06-21T11:33:48.655Z,,2026-06-21T11:34:01.544Z,,,false,,fop_46ef444a4b725103,fos_mqnpko4w_d648f070
Jordans LLP,firm,,enquiries@qualitysolicitors.com,South Yorkshire,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,delivered,sent,2026-06-21T11:33:45.610Z,2026-06-21T11:34:02.166Z,,,,,false,,fop_3abcf276f7b94b30,fos_mqnpkn0v_6e79decd
Redfearns Solicitors LLP,firm,,info@redfearns-solicitors.co.uk,West Yorkshire,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,delivered,sent,2026-06-21T11:33:44.151Z,2026-06-21T11:33:45.928Z,,,,,false,,fop_c0aa6447f14379b3,fos_mqnpklw7_0b5588b7
John Donkin Solicitors LTD,firm,,info@donkinlaw.co.uk,Tyne & Wear,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,clicked,sent,2026-06-21T11:33:42.566Z,2026-06-21T11:33:44.081Z,,2026-06-21T11:34:02.476Z,,,false,,fop_16e73b121d7f307a,fos_mqnpkko6_17942008
Michael Purdon,firm,,contact@purdonlaw.co.uk,,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,delivered,sent,2026-06-21T11:33:41.081Z,2026-06-21T11:33:42.989Z,,,,,false,,fop_e138b7a0708fc33c,fos_mqnpkjiw_4086eb21
JOHN ONIONS SOLICITORS,firm,,crime@johnonions.com,,Initial invite,Free WhatsApp group for criminal firms — police station cover,bounced,bounced,2026-06-21T11:33:39.327Z,,,,,2026-06-21T11:33:40.537Z,true,bounce,fop_117fad844f889b10,fos_mqnpkiag_720992a7
SADIQUE AND UDDIN SOLICITORS (INC HAMSTEAD LAW PRACTICE),firm,,crime@hamsteadlaw.com,,Initial invite,Free WhatsApp group for criminal firms — police station cover,bounced,bounced,2026-06-21T11:33:35.808Z,,,,,2026-06-21T11:33:37.120Z,true,bounce,fop_451beb383d279fcc,fos_mqnpkfmv_4268d2d1
MCCORMICKS,firm,,crime@mccormicks-solicitors.com,,Initial invite,Free WhatsApp group for criminal firms — police station cover,bounced,bounced,2026-06-21T11:33:34.029Z,,,,,2026-06-21T11:33:35.128Z,true,bounce,fop_e2481b8ae190d20c,fos_mqnpke7e_d22bff2f
K LEGAL SOLICITORS (INC BKM SOLS),firm,,crime@dgbsolicitors.co.uk,,Initial invite,Free WhatsApp group for criminal firms — police station cover,bounced,bounced,2026-06-21T11:33:30.721Z,,,,,2026-06-21T11:33:31.794Z,true,bounce,fop_2f1e2b1fe7881905,fos_mqnpkbpq_e692df33
Lartey & Co Solicitors,firm,,info@larteyandco.com,,Initial invite,Free WhatsApp group for criminal firms — police station cover,delivered,sent,2026-06-21T11:33:27.276Z,2026-06-21T11:33:29.649Z,,,,,false,,fop_1354b21caf2d7454,fos_mqnpk91r_1c76356b
St Paul Solicitors,firm,,info@stpaulsolicitors.com,,Initial invite,Free WhatsApp group for criminal firms — police station cover,clicked,sent,2026-06-21T11:33:25.498Z,2026-06-21T11:33:28.788Z,,2026-06-22T08:35:03.164Z,,,false,,fop_59a7ce463ed5e480,fos_mqnpk7m8_40fe0983
Tyler Hoffman LTD,firm,,info@tylerhoffman.co.uk,West Yorkshire,Initial invite,Free WhatsApp group for criminal firms — police station cover,delivered,sent,2026-06-21T11:33:23.119Z,2026-06-21T11:33:24.668Z,,,,,false,,fop_115d7e3705da08f2,fos_mqnpk5ug_a64c09a3
Aubrey Solicitors,firm,,info@aubreysolicitors.uk,,Initial invite,Free WhatsApp group for criminal firms — police station cover,bounced,bounced,2026-06-21T11:33:20.758Z,2026-06-21T11:33:22.547Z,,,,2026-06-21T11:33:24.835Z,true,bounce,fop_76418b1325a3ae6b,fos_mqnpk3z6_f8593726
Sadique & Uddin Solicitors LTD,firm,,info@sadiqueuddin.co.uk,West Midlands,Initial invite,Police station agent cover in Kent — for criminal defence firms,sent,sent,2026-06-21T09:35:24.571Z,,,,,,false,,fop_579214f641846f8e,fos_mqnlcfzx_87d2e69f
Christob Solicitors,firm,,info@christobsolicitors.com,,Initial invite,Police station agent cover in Kent — for criminal defence firms,sent,sent,2026-06-21T09:34:39.548Z,,,,,,false,,fop_88943ed53e821e8b,fos_mqnlbh9h_2bf24169
Charter Solicitors LTD,firm,,info@chartersolicitors.co.uk,West Yorkshire,Initial invite,Police station agent cover in Kent — for criminal defence firms,sent,sent,2026-06-21T09:33:54.818Z,,,,,,false,,fop_2d08f870230bdaa8,fos_mqnlaiqv_7a7a540c
TSABI LTD ( PREVIOUSLY ASGHAR & CO),firm,,crime@asgharandco.com,,Initial invite,Police station agent cover in Kent — for criminal defence firms,sent,sent,2026-06-21T09:33:09.207Z,,,,,,false,,fop_99cade638109bad6,fos_mqnl9jjz_c0fec001
A & A Law,firm,,crime@ialaw.co.uk,,Follow-up (day 7),Reminder: Kent police station agent cover for your firm,sent,sent,2026-06-21T09:32:22.796Z,,,,,,false,,fop_497d19fcacf4e35e,fos_mqnl8jk2_423a35a5
Kesar & Co Solicitors,firm,,crime@kesarandcosolicitors.co.uk,,Follow-up (day 7),Reminder: Kent police station agent cover for your firm,sent,sent,2026-06-21T09:32:21.504Z,,,,,,false,,fop_d6c13983a0b04713,fos_mqnl8ikd_f4ff6faa
K Legal Solicitors,firm,,crime@alllegal.co.uk,West Midlands,Follow-up (day 7),Reminder: Kent police station agent cover for your firm,sent,sent,2026-06-21T09:32:20.060Z,,,,,,false,,fop_66fc463c482b27fd,fos_mqnl8hg1_7c064718
Baileys Law LLP,firm,,crime@baileyslaw.co.uk,Cornwall,Follow-up (day 7),Reminder: Kent police station agent cover for your firm,sent,sent,2026-06-21T09:32:18.778Z,,,,,,false,,fop_b9a1daa9118d925e,fos_mqnl8ggd_fd156fa8
Uk Law Solicitors LTD,firm,,crime@legacylawsolicitors.co.uk,,Follow-up (day 7),Reminder: Kent police station agent cover for your firm,sent,sent,2026-06-21T09:32:17.498Z,,,,,,false,,fop_c9ebb85789d3184a,fos_mqnl8fgw_584c9ba9
Good & Co Solicitors LTD,firm,,crime@good-solicitors.com,,Follow-up (day 7),Reminder: Kent police station agent cover for your firm,sent,sent,2026-06-21T09:32:16.138Z,,,,,,false,,fop_6c8fc76d01602e0a,fos_mqnl8ef2_85d00c69
Harris Solicitors LTD,firm,,crime@harrisandgreensolicitors.com,,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,bounced,bounced,2026-06-20T10:49:53.613Z,,,,,2026-06-21T00:49:54.487Z,true,bounce,fop_f1cffbf9539b4466,fos_mqm8kdda_e9ef1e8f
Vhs Fletchers,firm,,crime@vhsfletchers.co.uk,,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,clicked,sent,2026-06-20T10:49:52.226Z,2026-06-20T10:49:54.123Z,,2026-06-20T10:50:06.614Z,,,false,,fop_b77b9a812776e0fb,fos_mqm8kccw_d1136c56
Ashley Smith & Co LTD,firm,,crime@garfieldsmithlegal.com,,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,sent,sent,2026-06-20T10:49:50.698Z,,,,,,false,,fop_6b680485f4514397,fos_mqm8kb8k_7b76c9a8
Carter Vincent LLP,firm,,crime@cartervincent.co.uk,Conwy,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,sent,sent,2026-06-20T10:49:49.179Z,,,,,,false,,fop_e6bd6ce0916b89bb,fos_mqm8ka2h_afd1d919
Tudur Owen Roberts Glynne & Co,firm,,crime@tudurowen.co.uk,Gwynedd,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,sent,sent,2026-06-20T10:49:47.701Z,,,,,,false,,fop_785a955b235dc6d4,fos_mqm8k8x8_b945a332
Forbes Solicitors LLP,firm,,crime@forbessolicitors.co.uk,,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,sent,sent,2026-06-20T10:49:46.195Z,,,,,,false,,fop_863cc6ef09dfe4f0,fos_mqm8k7re_8b03170f
Imslaw LTD,firm,,crime@rbsolicitors.com,,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,sent,sent,2026-06-20T10:49:44.841Z,,,,,,false,,fop_30cb773c700bd353,fos_mqm8k6nq_be4c5bfa
Just For Kids Law,firm,,crime@justforkidslaw.org,,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,bounced,bounced,2026-06-20T10:49:41.186Z,,,,,2026-06-20T10:49:42.375Z,true,bounce,fop_39762acc9473ab4d,fos_mqm8k3u6_2bdf8160
Haslaw & Co LTD,firm,,crime@haslawsolicitors.com,,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,bounced,bounced,2026-06-20T10:49:39.747Z,,,,,2026-06-20T10:49:40.840Z,true,bounce,fop_2768e4c2217fa88a,fos_mqm8k2se_84241850
Eastgate Chambers,firm,,crime@eastgatechambers.co.uk,,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,delivered,sent,2026-06-20T10:49:38.293Z,2026-06-20T10:49:39.373Z,,,,,false,,fop_f627acc927c79125,fos_mqm8k1nu_52c3b484
J Benson Solicitors LTD,firm,,crime@davidbensonsolicitors.co.uk,,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,bounced,bounced,2026-06-20T10:49:36.697Z,2026-06-20T10:49:38.591Z,,,,2026-06-20T10:49:40.992Z,true,bounce,fop_523cd68a06328c83,fos_mqm8k0hm_6b1c4c31
Stryders Solicitors Limited,firm,,crime@stryderslaw.co.uk,Hertfordshire,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,bounced,bounced,2026-06-20T10:49:35.270Z,,,,,2026-06-20T10:49:36.426Z,true,bounce,fop_a4dbbe6362d31925,fos_mqm8jzbx_cce23388
Canters Crime LTD,firm,,crime@canterscrime.co.uk,,Initial invite,Free WhatsApp group for criminal firms — police station cover,bounced,bounced,2026-06-20T10:49:33.581Z,2026-06-20T10:49:34.998Z,,,,2026-06-20T10:49:36.798Z,true,bounce,fop_fdc9ff5c60391766,fos_mqm8jy7t_30c78b99
Alexander Bennett,firm,,legal@alexandersolicitors.co.uk,,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,delivered,sent,2026-06-20T10:49:31.570Z,2026-06-20T10:49:33.459Z,,,,,false,,fop_14576f6fd176e930,fos_mqm8jwha_b1a893fa
GOMER WILLIAMS & CO,solicitor,MR LUKE BROMHAM-EVANS,name@example.com,,Initial invite,Police station cover on WhatsApp — for criminal defence solicitors,bounced,bounced,2026-06-20T10:49:29.919Z,,,,,2026-06-21T00:49:30.520Z,true,bounce,fop_6c2841ebf85face5,fos_mqm8jvc2_7e9788b5
DECLAN MCSORLEY AND JON LEWIS SOLICITORS (INCLUDING JOSEPH & JOSEPH),firm,,info@jksolicitors.com,,Initial invite,Free WhatsApp group for criminal firms — police station cover,delivered,sent,2026-06-20T10:49:27.276Z,2026-06-20T10:49:29.069Z,,,,,false,,fop_ea9e7d5e06f31376,fos_mqm8jtcr_6755cd9a
GSG LAW,firm,,gonul@gsglegal.co.uk,,Initial invite,Free WhatsApp group for criminal firms — police station cover,delivered,sent,2026-06-20T10:49:20.412Z,2026-06-20T10:49:21.650Z,,,,,false,,fop_04490b6e4db2f86f,fos_mqm8jo24_4448eda4
MURRAY BRANKIN (A TRADING NAME OF TUCKERS SOLICITOS),firm,,pccd@tuckerssolicitors.com,,Initial invite,Free WhatsApp group for criminal firms — police station cover,clicked,sent,2026-06-20T10:49:18.139Z,2026-06-20T10:49:19.679Z,,2026-06-20T10:49:35.288Z,,,false,,fop_c6e1ebb43f4df671,fos_mqm8jm8q_e5556c52
Solomons Solicitors,firm,,paul@solomonslaw.co.uk,,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,clicked,sent,2026-06-20T10:49:16.130Z,2026-06-20T10:49:17.618Z,,2026-06-20T10:49:31.480Z,,,false,,fop_b07e125824d31c92,fos_mqm8jkk6_ccdda4b6
The Centre For Criminal Appeals,firm,,mail@appeal.org.uk,,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,delivered,sent,2026-06-20T10:49:14.623Z,2026-06-20T10:49:16.499Z,,,,,false,,fop_d3586a09d96a8be3,fos_mqm8jjel_5499b85a
Brunskill,firm,,michael.brunskill@brunskill.co.uk,,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,clicked,sent,2026-06-20T10:49:13.259Z,2026-06-20T10:49:14.907Z,,2026-06-22T13:42:03.016Z,,,false,,fop_d68a050f7ef5731a,fos_mqm8jiao_1076b032
Shaikh Ayub Solicitors,firm,,admin@shaikhlaw.co.uk,,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,delivered,sent,2026-06-20T10:49:11.691Z,2026-06-20T10:49:15.440Z,,,,,false,,fop_f6cf399056827900,fos_mqm8jh57_2572ab7a
W5 Solicitors LTD,firm,,info@indiantypefoundry.com,,Initial invite,Free WhatsApp group for criminal firms — police station cover,delivered,sent,2026-06-20T10:49:09.874Z,2026-06-20T10:49:11.053Z,,,,,false,,fop_932c293e516fd8ee,fos_mqm8jfww_ffb6e381
Winter Allen Solicitors,firm,,rw@wintersolicitors.co.uk,,Initial invite,Free WhatsApp group for criminal firms — police station cover,delivered,sent,2026-06-20T10:49:07.620Z,2026-06-20T10:49:09.182Z,,,,,false,,fop_76e00b550534a4c0,fos_mqm8je6k_44ba903b
Knightsbridge Solicitors,firm,,support@knightsbridgesolicitors.co.uk,Nottinghamshire,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,bounced,bounced,2026-06-20T10:49:05.537Z,,,,,2026-06-20T10:49:06.670Z,true,bounce,fop_44401f53bdfab21e,fos_mqm8jce4_d236f831
Osborn Knight LTD,firm,,advice@osbornknight.co.uk,,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,clicked,sent,2026-06-20T10:49:04.020Z,2026-06-20T10:49:05.540Z,,2026-06-20T17:43:39.157Z,,,false,,fop_67d71564ee28a5a9,fos_mqm8jb7q_f0fb5ead
Hill Twine Solicitors,firm,,enquiries@hilltwine.co.uk,Dorset,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,delivered,sent,2026-06-20T10:49:02.588Z,2026-06-20T10:49:04.172Z,,,,,false,,fop_733ba09cb4b1bde9,fos_mqm8ja23_1572040c
Jacobs & Todd,firm,,mail@jacobsandtodd.com,,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,delivered,sent,2026-06-20T10:49:01.083Z,2026-06-20T10:49:02.222Z,,,,,false,,fop_5e7b2e9cbacad152,fos_mqm8j8yi_3f4da41b
Rukhsana Hayat & Co Solicitors,firm,,info@rukhsanahayat.co.uk,Surrey,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,delivered,sent,2026-06-20T10:48:59.747Z,2026-06-20T10:49:01.303Z,,,,,false,,fop_c786eda0ab6d7969,fos_mqm8j7t1_8656ffd5
Nelson Legal LLP,firm,,lawyers@nelsonlegal.co.uk,,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,delivered,sent,2026-06-20T10:48:58.277Z,2026-06-20T10:49:01.089Z,,,,,false,,fop_9def6cf93f6959ee,fos_mqm8j6sk_da611dc8
Jason Nicholson,firm,,nicholsons@jnsolicitor.co.uk,North Lincolnshire,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,delivered,sent,2026-06-20T10:48:56.790Z,2026-06-20T10:48:58.027Z,,,,,false,,fop_ad7bcf0f7c8de9a2,fos_mqm8j5mt_45e88336
L P Evans Solicitors & Advocates,firm,,kevin@citadelsolicitors.co.uk,,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,delivered,sent,2026-06-20T10:48:55.317Z,2026-06-20T10:49:04.572Z,,,,,false,,fop_d6b4c14df5085a4b,fos_mqm8j4i4_b046994d
Trinity Advocates,firm,,defence@trinityadvocates.co.uk,,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,delivered,sent,2026-06-20T10:48:53.869Z,2026-06-20T10:48:55.649Z,,,,,false,,fop_e9edcdd160232314,fos_mqm8j3dq_4713d492
K Boswell & Co,firm,,email@kboswell.co.uk,Tyne & Wear,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,delivered,sent,2026-06-20T10:48:52.408Z,2026-06-20T10:48:54.933Z,,,,,false,,fop_04dfddd5bdae93fb,fos_mqm8j29a_71d60312
RUSSELL & RUSSELL,solicitor,MISS ABIGAIL MANNS,jap@russellrussell.co.uk,,Initial invite,Police station cover on WhatsApp — for criminal defence solicitors,delivered,sent,2026-06-20T10:48:50.657Z,2026-06-20T10:48:52.755Z,,,,,false,,fop_2426f863a481c1dc,fos_mqm8j13f_99cd9f21
Football Law Associates LTD,firm,,info@liberationsolicitors.co.uk,Essex,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,delivered,sent,2026-06-20T10:48:47.921Z,2026-06-20T10:48:49.440Z,,,,,false,,fop_140a59ef43e6be79,fos_mqm8iyqp_192b1275
Advice Wise Solicitors LTD,firm,,info@advicewisesolicitors.com,Essex,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,clicked,sent,2026-06-20T10:48:46.477Z,2026-06-20T10:48:47.920Z,,2026-06-21T07:56:29.037Z,,,false,,fop_9f7754c49675f937,fos_mqm8ixol_942646c7
LEGALISE IT LTD,firm,,office@legaliseitsolicitors.co.uk,,Initial invite,Free WhatsApp group for criminal firms — police station cover,clicked,sent,2026-06-20T10:48:44.603Z,2026-06-20T10:48:46.371Z,,2026-06-20T17:54:27.749Z,,,false,,fop_d82cf87364b2cc3e,fos_mqm8iwfh_c750951d
KHAN SOLICITORS - SHEFFIELD,firm,,admin@khans-solicitors.co.uk,,Initial invite,Free WhatsApp group for criminal firms — police station cover,delivered,sent,2026-06-20T10:48:42.181Z,2026-06-20T10:48:44.086Z,,,,,false,,fop_f039f61bf5954de7,fos_mqm8iui2_54693b80
ATTER MACKENZIE (WAS HCB SOLICITORS LIMITED),firm,,reception@hcbgroup.com,,Initial invite,Free WhatsApp group for criminal firms — police station cover,delivered,sent,2026-06-20T10:48:39.946Z,2026-06-20T10:48:41.157Z,,,,,false,,fop_cc8ddaaa13ddc9c9,fos_mqm8isrz_2c1866f2
Mi Law,firm,,office@mi-law.co.uk,Bedfordshire,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,clicked,sent,2026-06-20T10:48:37.859Z,2026-06-20T10:48:39.640Z,,2026-06-20T10:48:54.403Z,,,false,,fop_1f208054225a1a34,fos_mqm8ir1f_481bb436
Jds Solicitors,firm,,admin@jdssolicitors.com,,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,clicked,sent,2026-06-20T10:48:36.493Z,2026-06-20T10:48:43.014Z,,2026-06-20T11:05:04.936Z,,,false,,fop_7461788135432c83,fos_mqm8ipxd_919fe0d9
Levales Solicitors LLP,firm,,crime@levales.com,Hampshire,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,bounced,bounced,2026-06-20T10:48:35.121Z,,,,,2026-06-20T10:48:36.334Z,true,bounce,fop_18995e7548176344,fos_mqm8iov4_9375b971
Agi Criminal Solicitors LTD,firm,,crime@ggcriminal.com,,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,delivered,sent,2026-06-20T10:48:33.679Z,2026-06-20T10:48:34.918Z,,,,,false,,fop_cb6810b769631917,fos_mqm8intd_c34d6898
Woolfe & Co Solicitors LTD,firm,,office@woolfelaw.com,Bedfordshire,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,delivered,sent,2026-06-20T10:48:31.079Z,2026-06-20T10:48:32.596Z,,,,,false,,fop_a46e1869d08e5f5e,fos_mqm8ilt8_46860924
Highfield Solicitors LTD,firm,,%20info@highfield.co.uk,West Yorkshire,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,bounced,bounced,2026-06-20T10:48:29.619Z,2026-06-20T10:48:30.815Z,,2026-06-20T10:48:32.420Z,,2026-06-20T10:48:40.682Z,true,bounce,fop_eb3c59fb19a1cc09,fos_mqm8ikom_e908d8b4
Haywood Lunn & Allen LTD,firm,,admin@hla-law.co.uk,N E Lincolnshire,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,delivered,sent,2026-06-20T10:48:28.156Z,2026-06-20T10:48:30.056Z,,,,,false,,fop_25b377c01e998dd3,fos_mqm8ijhq_a263a4ab
Tahmina & Co Solicitors LTD,firm,,crime@essexcriminaldefence.co.uk,Essex,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,bounced,bounced,2026-06-20T10:48:26.718Z,2026-06-20T10:48:28.453Z,,,,2026-06-20T10:48:32.682Z,true,bounce,fop_7e8b027e91c67037,fos_mqm8iidw_78ebf7b5
Cornwall Defence Solicitors LLP,firm,,office@cornwalldefencesolicitors.co.uk,Cornwall,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,delivered,sent,2026-06-20T10:48:25.212Z,2026-06-20T10:48:26.385Z,,,,,false,,fop_f6a4780d32165cca,fos_mqm8iha7_3f8ec491
Mcghee Price-Smith LLP (Trading As Mps Defence),firm,,office@mpsdefence.co.uk,Dorset,Initial invite,Free WhatsApp group for criminal firms — police station cover,delivered,sent,2026-06-20T10:48:22.268Z,2026-06-20T10:48:24.105Z,,,,,false,,fop_122dc7f1fd3fa4d1,fos_mqm8if75_a58b57f6
Reece Thomas Watson LTD,firm,,enquiries@reecethomaswatson.com,Kent,Follow-up (day 7),Reminder: Kent police station agent cover for your firm,sent,sent,2026-06-20T09:33:20.437Z,,,,,,false,,fop_04d4a99f0b5a5897,fos_mqm5txdh_61300fa5
SMITH DAWSON,solicitor,MISS ALEXANDR SIMPSON,criminal-department@smithdawson.com,,Initial invite,Kent police station agent cover — for criminal defence solicitors,sent,sent,2026-06-20T09:33:18.892Z,,,,,,false,,fop_8177576ee90ae683,fos_mqm5twd5_7c8fc5f1
Darton Law Limited,firm,,enquiries@dartonlaw.co.uk,Surrey,Follow-up (day 7),Reminder: Kent police station agent cover for your firm,sent,sent,2026-06-20T09:32:45.811Z,,,,,,false,,fop_5192c3fa580b555d,fos_mqm5t6no_578b2209
Vienna Kang Advocates LTD,firm,,crime@viennakang.co.uk,Kent,Follow-up (day 7),Reminder: Kent police station agent cover for your firm,sent,sent,2026-06-20T09:31:09.463Z,,,,,,false,,fop_bf7761d36c13fbf5,fos_mqm5r4ax_e215a79b
Foxes Solicitors,firm,,crimlaw@foxessolicitors.co.uk,Kent,Follow-up (day 7),Reminder: Kent police station agent cover for your firm,sent,sent,2026-06-20T09:31:08.085Z,,,,,,false,,fop_a6fa2d274a4258c7,fos_mqm5r38m_147230ea
Smith Partnership,firm,,swadlincote@smithpartnership.co.uk,Leicestershire,Follow-up (day 7),Reminder: Kent police station agent cover for your firm,sent,sent,2026-06-20T09:31:06.738Z,,,,,,false,,fop_be8da6ee781ee77c,fos_mqm5r279_70e5c726
Keith Dyson Solicitors LTD,firm,,crime@keithflower.com,,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,sent,sent,2026-06-19T09:55:32.616Z,,,,,,false,,fop_d2d8a70ef1fe7808,fos_mqkr6mk2_0d8be497
Malcolm Mcguinness,firm,,crime@malcolmmcguinness.com,,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,sent,sent,2026-06-19T09:55:31.183Z,,,,,,false,,fop_1a9c1cb12f82ee46,fos_mqkr6lib_16184afc
I B B Law LLP,firm,,crime@bpslaw.co.uk,Middlesex,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,sent,sent,2026-06-19T09:55:29.646Z,,,,,,false,,fop_446c70bd3fee86bd,fos_mqkr6kbr_501a8fa7
Goodwin Stevens Solicitors,firm,,crime@goodwinstevens.com,,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,delivered,sent,2026-06-19T09:55:28.170Z,2026-06-19T09:56:11.422Z,,,,,false,,fop_a30b4baf843d5d08,fos_mqkr6j6o_c6774cce
Whiskers LLP Solicitors & Notaries,firm,,crime@downslaw.co.uk,Herts,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,sent,sent,2026-06-19T09:55:26.623Z,,,,,,false,,fop_23880b09142f5d4c,fos_mqkr6hzq_b73af72e
Allington Hughes LTD,firm,,crime@hfclaw.com,,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,sent,sent,2026-06-19T09:55:25.135Z,,,,,,false,,fop_dcd5c9f34108380c,fos_mqkr6gud_750dfe33
Pearson Caulfield,firm,,crime@pearson-caulfield.co.uk,,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,sent,sent,2026-06-19T09:55:23.675Z,,,,,,false,,fop_6e112baf293ab1c2,fos_mqkr6fps_757fcdb9
Yarwood Holmes Law LTD,firm,,crime@graceonlaw.co.uk,Northumberland,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,sent,sent,2026-06-19T09:55:22.204Z,,,,,,false,,fop_4ea43c9048a1cffb,fos_mqkr6eky_06339668
Morton Eaves LTD,firm,,crime@mortoneaves.co.uk,Somerset,Initial invite,Free WhatsApp group for criminal firms — police station cover,bounced,bounced,2026-06-19T09:55:18.196Z,2026-06-19T09:55:20.026Z,,,,2026-06-19T09:55:21.929Z,true,bounce,fop_083007a48f0952c3,fos_mqkr6bo6_78fea448
Ian F Brazier Solicitors,firm,,crime@yellsites.co.uk,Dorset,Initial invite,Free WhatsApp group for criminal firms — police station cover,bounced,bounced,2026-06-19T09:55:15.903Z,,,,,2026-06-19T09:55:16.959Z,true,bounce,fop_2af715afb2eccee7,fos_mqkr69ul_38d9d7e4
